id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kunjungan,persentase_kunjungan,satuan,tahun
247,32,JAWA BARAT,3216,KABUPATEN BEKASI,1 KALI (KN 1),100.0,PERSEN,2023
248,32,JAWA BARAT,3216,KABUPATEN BEKASI,3 KALI (KN LENGKAP),100.0,PERSEN,2023
249,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1 KALI (KN 1),96.2,PERSEN,2023
250,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,3 KALI (KN LENGKAP),94.9,PERSEN,2023
251,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,1 KALI (KN 1),100.0,PERSEN,2023
252,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,3 KALI (KN LENGKAP),99.5,PERSEN,2023
253,32,JAWA BARAT,3271,KOTA BOGOR,1 KALI (KN 1),99.9,PERSEN,2023
254,32,JAWA BARAT,3271,KOTA BOGOR,3 KALI (KN LENGKAP),99.7,PERSEN,2023
255,32,JAWA BARAT,3272,KOTA SUKABUMI,1 KALI (KN 1),99.9,PERSEN,2023
256,32,JAWA BARAT,3272,KOTA SUKABUMI,3 KALI (KN LENGKAP),99.4,PERSEN,2023
257,32,JAWA BARAT,3273,KOTA BANDUNG,1 KALI (KN 1),100.3,PERSEN,2023
258,32,JAWA BARAT,3273,KOTA BANDUNG,3 KALI (KN LENGKAP),98.2,PERSEN,2023
259,32,JAWA BARAT,3274,KOTA CIREBON,1 KALI (KN 1),99.9,PERSEN,2023
260,32,JAWA BARAT,3274,KOTA CIREBON,3 KALI (KN LENGKAP),98.2,PERSEN,2023
261,32,JAWA BARAT,3275,KOTA BEKASI,1 KALI (KN 1),94.5,PERSEN,2023
262,32,JAWA BARAT,3275,KOTA BEKASI,3 KALI (KN LENGKAP),92.8,PERSEN,2023
263,32,JAWA BARAT,3276,KOTA DEPOK,1 KALI (KN 1),103.9,PERSEN,2023
264,32,JAWA BARAT,3276,KOTA DEPOK,3 KALI (KN LENGKAP),100.0,PERSEN,2023
265,32,JAWA BARAT,3277,KOTA CIMAHI,1 KALI (KN 1),99.3,PERSEN,2023
266,32,JAWA BARAT,3277,KOTA CIMAHI,3 KALI (KN LENGKAP),96.8,PERSEN,2023
267,32,JAWA BARAT,3278,KOTA TASIKMALAYA,1 KALI (KN 1),99.4,PERSEN,2023
268,32,JAWA BARAT,3278,KOTA TASIKMALAYA,3 KALI (KN LENGKAP),98.6,PERSEN,2023
269,32,JAWA BARAT,3279,KOTA BANJAR,1 KALI (KN 1),99.9,PERSEN,2023
270,32,JAWA BARAT,3279,KOTA BANJAR,3 KALI (KN LENGKAP),97.9,PERSEN,2023
